File Start Time: 1262318536534
timestamp,acc_x,acc_y,acc_z,real time,activity
13068400059242,-2.5703125,0.35888672,9.84375,1262318685732,None
13068410159242,-2.5722656,0.35888672,9.859375,1262318685734,None
13068420259242,-2.5820312,0.37109375,9.8828125,1262318685735,None
13068430359242,-2.5839844,0.36376953,9.8671875,1262318685763,None
13068440459242,-2.578125,0.38305664,9.859375,1262318685764,None
13068450559242,-2.5878906,0.36132812,9.8515625,1262318685766,None
13068460659242,-2.5800781,0.34692383,9.8515625,1262318685793,None
13068470759242,-2.5878906,0.37329102,9.859375,1262318685794,None
13068480859242,-2.5625,0.37573242,9.890625,1262318685796,None
13068490959242,-2.5664062,0.37329102,9.8984375,1262318685823,None
13068501059242,-2.5703125,0.35888672,9.8671875,1262318685824,None
13068511159242,-2.5683594,0.35668945,9.8671875,1262318685826,None
13068521259242,-2.5507812,0.35180664,9.8828125,1262318685853,None
13068531359242,-2.5585938,0.35180664,9.890625,1262318685855,None
13068541459242,-2.5722656,0.34936523,9.859375,1262318685856,None
13068551559242,-2.5839844,0.34936523,9.8828125,1262318685883,None
13068561659242,-2.5839844,0.35424805,9.8671875,1262318685885,None
13068571759242,-2.578125,0.36621094,9.8828125,1262318685886,None
13068581859242,-2.5585938,0.36621094,9.859375,1262318685913,None
13068591959242,-2.6035156,0.36132812,9.8828125,1262318685915,None
13068602059242,-2.5722656,0.36621094,9.8671875,1262318685917,None
13068612159242,-2.5722656,0.35424805,9.875,1262318685943,None
13068622259242,-2.5878906,0.35424805,9.8671875,1262318685945,None
13068632359242,-2.6015625,0.36865234,9.859375,1262318685947,None
13068642459242,-2.5976562,0.36621094,9.8671875,1262318685974,None
13068652559242,-2.5839844,0.36132812,9.859375,1262318685975,None
13068662659242,-2.5820312,0.35424805,9.8671875,1262318685977,None
13068672759242,-2.59375,0.35668945,9.8671875,1262318686004,None
13068682859242,-2.5976562,0.34692383,9.8671875,1262318686005,None
13068692959242,-2.5722656,0.36376953,9.8671875,1262318686007,None
13068703059242,-2.5585938,0.36132812,9.875,1262318686034,None
13068713159242,-2.5683594,0.35180664,9.8828125,1262318686035,None
13068723259242,-2.5703125,0.37109375,9.828125,1262318686037,None
13068733359242,-2.5839844,0.37329102,9.890625,1262318686064,None
13068743459242,-2.5820312,0.36376953,9.859375,1262318686066,None
13068753559242,-2.5878906,0.35888672,9.84375,1262318686067,None
13068763659242,-2.578125,0.37109375,9.8671875,1262318686094,None
13068773759242,-2.578125,0.35180664,9.875,1262318686096,None
13068783859242,-2.578125,0.34936523,9.859375,1262318686097,None
13068793959242,-2.5742188,0.36621094,9.875,1262318686124,None
13068804059242,-2.578125,0.38061523,9.8515625,1262318686126,None
13068814159242,-2.578125,0.35668945,9.8671875,1262318686127,None
13068824259242,-2.5664062,0.35180664,9.8828125,1262318686154,None
13068834359242,-2.5625,0.34692383,9.875,1262318686156,None
